,acc,loss,eval_acc
0,0.5926018495376156,0.7752642392575875,0.6566566824913025
1,0.6678330417395651,0.6050526471741049,0.673673689365387
2,0.7020744813796551,0.5757390372799623,0.684684693813324
3,0.7145713571607099,0.5619490410321595,0.706706702709198
4,0.7183204198950263,0.5563064043118459,0.7167167067527771
5,0.720319920019995,0.5548180291814168,0.7167167067527771
6,0.7180704823794052,0.5521942257166088,0.7167167067527771
7,0.7148212946763309,0.5559061908537195,0.7167167067527771
8,0.7195701074731318,0.5550032237251828,0.6806806921958923
9,0.7105723569107723,0.5557131533234216,0.7167167067527771
10,0.7175706073481629,0.556896965687229,0.7167167067527771
11,0.7205698575356161,0.554983154963446,0.7167167067527771
12,0.7195701074731318,0.5529724206813601,0.7167167067527771
13,0.7180704823794052,0.5548875720180353,0.706706702709198
14,0.7185703574106473,0.558890373408571,0.706706702709198
15,0.7213196700824793,0.5533383650441255,0.7167167067527771
16,0.7135716070982254,0.5593956900489119,0.7167167067527771
17,0.7220694826293427,0.5539840125525126,0.706706702709198
18,0.7170707323169208,0.5528995053704397,0.706706702709198
19,0.7153211697075731,0.5564387806264558,0.7167167067527771
20,0.7140714821294676,0.5566593298864972,0.706706702709198
21,0.7148212946763309,0.5542808471843916,0.706706702709198
22,0.7155711072231942,0.5549527636857904,0.706706702709198
23,0.7145713571607099,0.5552466856602042,0.706706702709198
24,0.715071232191952,0.5560001479748099,0.706706702709198
25,0.7170707323169208,0.5564258050483574,0.706706702709198
26,0.715071232191952,0.5556404501668991,0.7167167067527771
27,0.7158210447388152,0.554502270827142,0.706706702709198
28,0.7158210447388152,0.5539528791143489,0.7167167067527771
29,0.7200699825043739,0.55528833507985,0.706706702709198
30,0.7173206698325418,0.5567087582039016,0.706706702709198
31,0.7183204198950263,0.5531665364434438,0.706706702709198
32,0.7193201699575106,0.5560816725368233,0.7167167067527771
33,0.7183204198950263,0.5562201964649609,0.6806806921958923
34,0.7185703574106473,0.5550353867177574,0.706706702709198
35,0.7148212946763309,0.5556530721096419,0.684684693813324
36,0.7160709822544364,0.5544149608827775,0.7167167067527771
37,0.7145713571607099,0.5533957051518738,0.706706702709198
38,0.715071232191952,0.5543207295147725,0.706706702709198
39,0.723069232691827,0.5524208361850443,0.7167167067527771
40,0.7155711072231942,0.558534831456678,0.7167167067527771
41,0.7260684828792802,0.5538322256672713,0.706706702709198
42,0.7143214196450888,0.555105634553228,0.7167167067527771
43,0.715071232191952,0.5563946059869844,0.7167167067527771
44,0.7143214196450888,0.5597788088025525,0.7167167067527771
45,0.7145713571607099,0.5530523357913364,0.706706702709198
46,0.7175706073481629,0.5547285086064003,0.6806806921958923
47,0.7155711072231942,0.5558712270461866,0.7167167067527771
48,0.7168207948012997,0.5532937415150874,0.706706702709198
49,0.7168207948012997,0.5537780744229159,0.7167167067527771
50,0.7065733566608348,0.563002827934133,0.706706702709198
51,0.7195701074731318,0.5566791971752983,0.706706702709198
52,0.7155711072231942,0.5529668503956507,0.706706702709198
53,0.7190702324418895,0.5532733276765723,0.706706702709198
54,0.7223194201449638,0.552405118115453,0.706706702709198
55,0.7178205448637841,0.5555309248518807,0.706706702709198
56,0.7173206698325418,0.5556841661291878,0.684684693813324
57,0.7010747313171707,0.5633675754740667,0.706706702709198
58,0.7178205448637841,0.5553813662060616,0.706706702709198
59,0.7190702324418895,0.5551399928395434,0.7167167067527771
60,0.7170707323169208,0.5545592303575203,0.7167167067527771
61,0.7180704823794052,0.5546943189516212,0.7167167067527771
62,0.7220694826293427,0.5545943186331379,0.7167167067527771
63,0.7245688577855536,0.5559352359989826,0.706706702709198
64,0.7148212946763309,0.5576885765387218,0.7167167067527771
65,0.7133216695826043,0.5565673505863646,0.706706702709198
66,0.7180704823794052,0.5532747156111725,0.706706702709198
67,0.7185703574106473,0.555060897699388,0.706706702709198
68,0.7185703574106473,0.553649130388368,0.706706702709198
69,0.7183204198950263,0.5521946849152017,0.7167167067527771
70,0.7145713571607099,0.5526977252197456,0.706706702709198
71,0.7170707323169208,0.5545503484833333,0.706706702709198
72,0.7158210447388152,0.5583318375149717,0.706706702709198
73,0.7153211697075731,0.5547762153685555,0.706706702709198
74,0.720319920019995,0.5529924944858794,0.706706702709198
75,0.7193201699575106,0.5538310241442983,0.706706702709198
76,0.7173206698325418,0.5541059778976727,0.7167167067527771
77,0.7183204198950263,0.5535740763418259,0.706706702709198
78,0.7123219195201199,0.5578958468418126,0.706706702709198
79,0.7180704823794052,0.5563360509411212,0.706706702709198
80,0.7130717320669833,0.5559346831104095,0.7167167067527771
81,0.7195701074731318,0.5532213879418176,0.706706702709198
82,0.7208197950512372,0.5516229040680514,0.706706702709198
83,0.7175706073481629,0.5549533482463144,0.7167167067527771
84,0.7188202949262684,0.5525661161827224,0.7167167067527771
85,0.723069232691827,0.5547801278525964,0.706706702709198
86,0.7185703574106473,0.5546508970349409,0.706706702709198
87,0.7180704823794052,0.5578624743784824,0.706706702709198
88,0.7168207948012997,0.5545195805910259,0.7167167067527771
89,0.7170707323169208,0.5550460712935322,0.7167167067527771
90,0.7208197950512372,0.5526587286090231,0.706706702709198
91,0.7213196700824793,0.554965110204721,0.7167167067527771
92,0.7200699825043739,0.5541343938198962,0.7167167067527771
93,0.7225693576605848,0.5551222942078659,0.7167167067527771
94,0.7180704823794052,0.553850834145006,0.7167167067527771
95,0.7148212946763309,0.5533231534948352,0.7167167067527771
96,0.7155711072231942,0.5528743189145732,0.706706702709198
