,acc,loss,norm/embedding.weight,norm/attention.attention_heads.0.w_q.weight,norm/attention.attention_heads.0.w_k.weight,norm/attention.attention_heads.0.w_v.weight,norm/attention.attention_heads.1.w_q.weight,norm/attention.attention_heads.1.w_k.weight,norm/attention.attention_heads.1.w_v.weight,norm/attention.attention_heads.2.w_q.weight,norm/attention.attention_heads.2.w_k.weight,norm/attention.attention_heads.2.w_v.weight,norm/attention.attention_heads.3.w_q.weight,norm/attention.attention_heads.3.w_k.weight,norm/attention.attention_heads.3.w_v.weight,norm/attention.attention_heads.4.w_q.weight,norm/attention.attention_heads.4.w_k.weight,norm/attention.attention_heads.4.w_v.weight,norm/attention.attention_heads.5.w_q.weight,norm/attention.attention_heads.5.w_k.weight,norm/attention.attention_heads.5.w_v.weight,norm/attention.attention_heads.6.w_q.weight,norm/attention.attention_heads.6.w_k.weight,norm/attention.attention_heads.6.w_v.weight,norm/attention.attention_heads.7.w_q.weight,norm/attention.attention_heads.7.w_k.weight,norm/attention.attention_heads.7.w_v.weight,norm/attention.attention_heads.8.w_q.weight,norm/attention.attention_heads.8.w_k.weight,norm/attention.attention_heads.8.w_v.weight,norm/attention.attention_heads.9.w_q.weight,norm/attention.attention_heads.9.w_k.weight,norm/attention.attention_heads.9.w_v.weight,norm/attention.attention_heads.10.w_q.weight,norm/attention.attention_heads.10.w_k.weight,norm/attention.attention_heads.10.w_v.weight,norm/attention.attention_heads.11.w_q.weight,norm/attention.attention_heads.11.w_k.weight,norm/attention.attention_heads.11.w_v.weight,norm/attention.attention_heads.12.w_q.weight,norm/attention.attention_heads.12.w_k.weight,norm/attention.attention_heads.12.w_v.weight,norm/attention.attention_heads.13.w_q.weight,norm/attention.attention_heads.13.w_k.weight,norm/attention.attention_heads.13.w_v.weight,norm/attention.attention_heads.14.w_q.weight,norm/attention.attention_heads.14.w_k.weight,norm/attention.attention_heads.14.w_v.weight,norm/attention.attention_heads.15.w_q.weight,norm/attention.attention_heads.15.w_k.weight,norm/attention.attention_heads.15.w_v.weight,norm/attention.w_o.weight,norm/unembedding.weight,eval_acc
0,0.5455680399500624,86.69446509429132,78.84715270996094,2.650541067123413,3.8542463779449463,20.093551635742188,0.014903261326253414,0.04898323118686676,20.02543067932129,0.5143370628356934,2.1472508907318115,16.660497665405273,0.10455256700515747,0.438524454832077,21.277416229248047,1.953110804393831e-15,5.384601151189796e-15,23.374889373779297,1.4150814614666193e-21,4.2576044337677034e-21,22.47147560119629,0.293292373418808,1.4469645023345947,19.53441619873047,0.5100350975990295,1.3625104427337646,17.03960418701172,0.20688565075397491,0.9907875657081604,21.937721252441406,0.19087007641792297,0.8027923703193665,16.550556182861328,0.5661002993583679,3.128734588623047,19.547948837280273,0.1741638332605362,1.2045278549194336,25.20180320739746,3.1152504621073662e-12,6.53519165866312e-12,19.040637969970703,0.1856728345155716,1.3035192489624023,24.553936004638672,3.2563857530476525e-06,5.958861947874539e-06,21.14678382873535,21.60211181640625,28.986099243164062,18.759010314941406,62.12996292114258,831.3990478515625,0.24120603501796722
1,0.20599250936329588,127.3980050581076,82.62271881103516,0.016379475593566895,0.046157464385032654,13.360246658325195,0.03629331290721893,0.35106712579727173,11.989456176757812,1.6265877485275269,4.644309997558594,13.914656639099121,0.04347306862473488,0.3245512843132019,12.318982124328613,0.0,0.0,10.94145393371582,0.0,0.0,12.036715507507324,0.09129424393177032,0.7780480980873108,15.03812313079834,0.14365999400615692,1.0011317729949951,12.110472679138184,0.0,0.0,13.55734920501709,1.9738645553588867,8.885723114013672,14.673015594482422,1.6473439931869507,5.581689357757568,12.777581214904785,0.069914810359478,0.4734250009059906,11.568855285644531,3.4882419175374935e-09,8.858764388719464e-09,12.122382164001465,0.03446143493056297,0.19527000188827515,11.509834289550781,3.074493488099063e-15,8.244426632543229e-15,13.987017631530762,0.3172212839126587,0.9640589952468872,12.938374519348145,17.48503303527832,162.55758666992188,0.7035176157951355
2,0.6392009987515606,94.83441118533246,4.5436859130859375,4.487625483307056e-05,0.00018567095685284585,0.9755204916000366,3.084815398324281e-05,0.00011228863877477124,0.6840344071388245,0.0005586135084740818,0.004582948982715607,0.7210900187492371,0.0005508821341209114,0.0048654163256287575,0.8466391563415527,0.0,0.0,1.3251851797103882,0.0,0.0,0.9514524340629578,0.004396750591695309,0.01876070350408554,0.6672464609146118,0.0629245713353157,0.4918111562728882,1.2438589334487915,0.0,0.0,1.008671522140503,0.052362922579050064,0.10671712458133698,0.630365252494812,3.944720901927212e-06,1.5431634892593138e-05,1.2433029413223267,0.0009888258064165711,0.008809505961835384,0.5481387972831726,4.537872939636145e-07,1.2529495734270313e-06,1.3013603687286377,7.180072861956432e-05,0.0004831368860322982,0.5708855986595154,7.16876724103935e-21,2.3729976467162262e-20,0.6395236253738403,0.10133446753025055,0.31290534138679504,0.8701575398445129,3.2305455207824707,148.75399780273438,0.2964824140071869
3,0.4344569288389513,36.04984158671899,124.5440444946289,1.9855514764785767,4.930149078369141,38.14387512207031,0.09561373293399811,0.2530612647533417,24.221914291381836,4.825065612792969,20.01455307006836,21.329973220825195,0.18043673038482666,1.3758794069290161,30.494998931884766,0.0,0.0,25.121841430664062,0.0,0.0,23.075599670410156,0.0027685740496963263,0.014901198446750641,30.303071975708008,1.1259304285049438,5.020467281341553,32.83161544799805,0.0,0.0,34.420021057128906,0.037075869739055634,0.27185285091400146,29.270389556884766,0.3049141466617584,0.5681036114692688,29.627500534057617,0.7970507740974426,2.320065975189209,17.520000457763672,0.10152887552976608,0.20090089738368988,23.728113174438477,1.2048377990722656,2.50736403465271,17.54488182067871,3.9788385896649377e-20,1.3747730148403956e-19,34.53010559082031,0.4580560028553009,1.1587408781051636,33.992576599121094,28.811538696289062,99.549560546875,0.7035176157951355
4,0.5617977528089888,19.686530254902166,28.102449417114258,0.002092028269544244,0.00793713890016079,3.117733955383301,0.005653213709592819,0.08117248117923737,2.279402256011963,0.003025755286216736,0.019264889881014824,5.3299384117126465,0.604077935218811,0.9107572436332703,2.7685296535491943,0.0,0.0,4.183084011077881,0.0,0.0,3.1628873348236084,0.025972871109843254,0.12878695130348206,2.8566009998321533,0.03571894019842148,0.28512510657310486,3.497722864151001,0.0,0.0,2.973414659500122,0.016935909166932106,0.0493323840200901,2.7924842834472656,0.0011786039685830474,0.008682822808623314,3.768242359161377,2.45251727104187,3.4995203018188477,1.8761295080184937,0.3526206314563751,2.7920424938201904,3.765770435333252,0.0005839425721205771,0.005329431500285864,2.0659537315368652,8.568530700504074e-18,2.544810897479794e-17,3.7807424068450928,0.11204798519611359,0.8569620251655579,2.966979503631592,10.51552963256836,263.84625244140625,0.37688443064689636
5,0.568039950062422,33.864011957404315,50.695770263671875,0.0939890667796135,0.37551790475845337,8.22455883026123,0.0008244810160249472,0.002928944071754813,5.647973537445068,0.007791420910507441,0.0789051502943039,11.322650909423828,0.005117036402225494,0.031845107674598694,7.4329304695129395,2.7300427755377736e-17,1.6379062866166605e-16,5.542838096618652,1.694892873172762e-21,4.288267873672202e-21,4.410505771636963,0.18141473829746246,0.9950334429740906,8.606708526611328,0.001564668957144022,0.01265361625701189,9.126524925231934,0.0,0.0,8.25236988067627,0.007246816996484995,0.01861942745745182,8.351076126098633,0.03984632343053818,0.2745458781719208,5.791408538818359,0.029360204935073853,0.414255291223526,4.896203517913818,0.24081465601921082,1.5958664417266846,4.715042591094971,0.24853897094726562,1.1288055181503296,6.24439001083374,2.969732072017825e-14,8.049764739330445e-14,9.976961135864258,0.008059946820139885,0.07455219328403473,7.0364460945129395,34.37519073486328,895.4902954101562,0.2964824140071869
6,0.5767790262172284,98.90066153994213,33.818214416503906,0.01579093188047409,0.05658412352204323,3.7263901233673096,0.001292541390284896,0.004277142230421305,1.6517460346221924,0.011739874258637428,0.07959935069084167,3.218207597732544,0.20046725869178772,1.1485530138015747,2.0523841381073,2.541094223929008e-09,1.4056929842354293e-08,4.451658725738525,3.8983185928664327e-17,9.645595627792226e-17,3.390359401702881,0.2158530056476593,0.6307962536811829,2.1862831115722656,9.985996257455554e-06,2.5831508537521586e-05,3.3236982822418213,0.0,0.0,1.6632473468780518,1.8933883905410767,4.585749626159668,1.834248661994934,0.012750477530062199,0.07498502731323242,3.3134381771087646,0.01736384630203247,0.07878393679857254,1.6480635404586792,0.001862231409177184,0.02069959230720997,3.4302542209625244,3.4007872073971157e-09,6.520758155659223e-09,1.241628885269165,6.507536870481445e-11,1.6954697368287697e-10,2.4221670627593994,0.12229212373495102,0.5909563302993774,2.1691668033599854,9.313814163208008,195.52981567382812,0.7035176157951355
7,0.533083645443196,40.20096390732516,26.919967651367188,0.008884090930223465,0.020450681447982788,3.6500630378723145,0.2495725005865097,0.6408522129058838,1.2041537761688232,0.2576126754283905,1.6054598093032837,3.264073371887207,0.07052183151245117,0.17573189735412598,1.510150671005249,0.00024083125754259527,0.0024778880178928375,4.258963108062744,1.291814433201921e-10,3.461552433581261e-10,2.586893081665039,0.3788212835788727,0.6060205698013306,1.6123830080032349,0.022817661985754967,0.16115646064281464,3.0582022666931152,0.0,0.0,1.8097145557403564,0.0479561872780323,0.1746366173028946,3.8503153324127197,0.04391052946448326,0.17705856263637543,2.6126012802124023,0.004105290863662958,0.026385800912976265,1.8047103881835938,0.011272620409727097,0.07718759775161743,3.151397466659546,6.487664359156042e-05,0.0002671661495696753,1.458021640777588,1.3686523743672296e-05,3.363557698321529e-05,2.531668186187744,0.6951850652694702,2.117594003677368,2.095383644104004,12.413043975830078,168.7940216064453,0.23115578293800354
8,0.40074906367041196,15.395937308836519,28.021533966064453,0.020229164510965347,0.03996576368808746,3.0301802158355713,0.10906470566987991,0.595289409160614,2.7055540084838867,0.007801677566021681,0.04549819231033325,1.724242091178894,0.007098877336829901,0.01444445550441742,3.7861995697021484,5.830117899563447e-08,2.211006346897193e-07,3.8877639770507812,1.1059700227633584e-05,5.648127262247726e-05,3.610698938369751,0.0019667604938149452,0.004915968980640173,2.092097759246826,0.004147854633629322,0.022619914263486862,2.155094623565674,3.166270058009174e-19,6.0385709830625415e-19,1.7236411571502686,0.02376495860517025,0.10411009192466736,1.3687678575515747,0.006455887109041214,0.024446098133921623,2.640009641647339,0.024492068216204643,0.11167390644550323,5.212471961975098,0.1653985232114792,0.5571107268333435,2.6699278354644775,0.01188146136701107,0.03306124359369278,1.3448467254638672,2.606620057576947e-07,8.849000892041659e-07,2.961433172225952,0.013252265751361847,0.057554200291633606,1.9359990358352661,7.001063346862793,256.11798095703125,0.7035176157951355
9,0.5892634207240949,11.592046048310811,40.291709899902344,0.005826957058161497,0.018268004059791565,5.521639823913574,0.12755273282527924,0.7215036153793335,4.405229091644287,0.24074524641036987,1.2001696825027466,1.3287436962127686,0.039323750883340836,0.09958081692457199,5.758385181427002,7.65484509113179e-10,2.1541650685463765e-09,5.879297256469727,0.01838606409728527,0.1226847767829895,5.329608917236328,0.0031170141883194447,0.00857485644519329,2.1863245964050293,0.002896572696045041,0.015629051253199577,3.2273223400115967,4.539703785753761e-16,7.78225972789551e-16,3.533493995666504,0.033315252512693405,0.15562498569488525,1.7713358402252197,0.01285603828728199,0.045650284737348557,3.4801669120788574,0.336681067943573,1.0251219272613525,7.468164443969727,0.09079620242118835,0.7232494950294495,3.4991159439086914,0.3299664556980133,0.9357671141624451,2.9509353637695312,2.2586339909480557e-08,9.939597589436744e-08,3.9066734313964844,0.1709776371717453,0.8880550861358643,3.1995577812194824,11.924400329589844,350.2512512207031,0.7035176157951355
