,uuid,epoch,loss,train_acc,eval_acc,eval_acc_0,eval_acc_1,eval_acc_2,eval_acc_3,eval_acc/head_0,eval_acc/head_1,eval_acc/head_2,eval_acc_0/head_0,eval_acc_0/head_1,eval_acc_0/head_2,eval_acc_1/head_0,eval_acc_1/head_1,eval_acc_1/head_2,eval_acc_2/head_0,eval_acc_2/head_1,eval_acc_2/head_2,eval_acc_3/head_0,eval_acc_3/head_1,eval_acc_3/head_2
0,c3715008-ff55-488b-aac0-b5b1f0e1de61,0,1.0194528532028198,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
1,c3715008-ff55-488b-aac0-b5b1f0e1de61,1,0.9845588817596436,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
2,c3715008-ff55-488b-aac0-b5b1f0e1de61,2,0.9584325075149536,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
3,c3715008-ff55-488b-aac0-b5b1f0e1de61,3,0.9332041420936584,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
4,c3715008-ff55-488b-aac0-b5b1f0e1de61,4,0.9056626329421997,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
5,c3715008-ff55-488b-aac0-b5b1f0e1de61,5,0.8758755369186402,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
6,c3715008-ff55-488b-aac0-b5b1f0e1de61,6,0.8453736934661865,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
7,c3715008-ff55-488b-aac0-b5b1f0e1de61,7,0.8147135219573974,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
8,c3715008-ff55-488b-aac0-b5b1f0e1de61,8,0.7845543928146362,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
9,c3715008-ff55-488b-aac0-b5b1f0e1de61,9,0.7574560360908509,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
10,c3715008-ff55-488b-aac0-b5b1f0e1de61,10,0.7340791997909546,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
11,c3715008-ff55-488b-aac0-b5b1f0e1de61,11,0.7150526247024536,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
12,c3715008-ff55-488b-aac0-b5b1f0e1de61,12,0.7015235767364502,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
13,c3715008-ff55-488b-aac0-b5b1f0e1de61,13,0.6919558401107788,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
14,c3715008-ff55-488b-aac0-b5b1f0e1de61,14,0.6861643404960632,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
15,c3715008-ff55-488b-aac0-b5b1f0e1de61,15,0.6811129059791565,0.594,0.6399999856948853,1.0,0.006000000052154064,0.06599999964237213,1.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
