,uuid,epoch,loss,train_acc,eval_acc,eval_acc_0,eval_acc_1,eval_acc_2,eval_acc_3,eval_acc/head_0,eval_acc/head_1,eval_acc/head_2,eval_acc_0/head_0,eval_acc_0/head_1,eval_acc_0/head_2,eval_acc_1/head_0,eval_acc_1/head_1,eval_acc_1/head_2,eval_acc_2/head_0,eval_acc_2/head_1,eval_acc_2/head_2,eval_acc_3/head_0,eval_acc_3/head_1,eval_acc_3/head_2
0,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,0,1.0194527921676635,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
1,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,1,0.9845589094161987,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
2,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,2,0.9584324769973754,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
3,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,3,0.9332041435241699,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
4,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,4,0.9056626052856446,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
5,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,5,0.8758755354881287,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
6,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,6,0.8453736338615417,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
7,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,7,0.8147135219573974,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
8,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,8,0.7845543942451477,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
9,2a6b1944-e8e7-4b82-824e-7e6e0effc27b,9,0.7574559764862061,0.594,0.64000004529953,1.0,0.006000000052154064,0.06599999964237213,1.0,0.64000004529953,0.64000004529953,0.64000004529953,1.0,1.0,1.0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0.06599999964237213,0.06599999964237213,0.06599999964237213,1.0,1.0,1.0
