run_uuid,function_uuid,coeffs,comps,random_seed,min_loss,max_eval_acc,ds_fraction_positive
97f99b37-c18b-49ad-bbbf-7399849f4eec,bba2f27d-d27a-47db-a0e8-7ffc37bd1224,"[-0.5880287885665894, -0.5075905323028564, 0.9190108776092529, -0.269084095954895]","[[1.0, 0.0, 1.0, 1.0, 0.0], [0.0, 0.0, 1.0, 1.0, 0.0], [1.0, 1.0, 0.0, 1.0, 1.0], [0.0, 1.0, 1.0, 0.0, 1.0]]",861963,0.7340685129165649,0.4533333480358124,0.5133333206176758
a134e9f7-1497-4e52-b862-33eb9f77e6c9,2a57f455-a467-4228-9eb1-d1e582565b3e,"[-0.07394623756408691, -0.36091458797454834, -0.029552340507507324, 0.43519794940948486]","[[1.0, 1.0, 1.0, 0.0, 1.0], [1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 0.0, 1.0, 0.0, 1.0], [1.0, 1.0, 1.0, 1.0, 1.0]]",683826,0.7411320209503174,0.6800000071525574,0.3866666555404663
88206917-b561-47da-85a3-c64a1a3a2254,d3681129-a40a-4ae7-95ce-e1414aef0f16,"[0.2147200107574463, 0.5148310661315918, 0.2797607183456421, -0.9184644222259521]","[[1.0, 1.0, 0.0, 1.0, 1.0], [0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 0.0, 1.0, 1.0, 0.0]]",784085,0.8337479829788208,0.54666668176651,0.5066666603088379
e12f2407-03a3-48dd-8375-bb4df7b86c49,a6510c17-6cdb-433d-91e4-6900547439c4,"[-0.8338228464126587, 0.3323936462402344, -0.38932156562805176, 0.8570997714996338]","[[0.0, 0.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0, 0.0], [1.0, 1.0, 1.0, 1.0, 0.0], [1.0, 1.0, 0.0, 1.0, 1.0]]",737171,0.7070420384407043,0.5333333611488342,0.5266666412353516
84a07f72-1808-4eb2-b1e8-e6b0f6b823a7,d82e3a09-75dd-4208-8b92-a8152e67229e,"[-0.7516885995864868, 0.5358947515487671, -0.7978404760360718, 0.8001589775085449]","[[1.0, 1.0, 0.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 0.0, 1.0], [1.0, 1.0, 1.0, 1.0, 1.0]]",324048,0.6845270991325378,0.6933333277702332,0.6866666674613953
